Gender,Grade,GRADENOPG,Entered,InternationalDomestic,Race,FinancialAid,DayBoarding,FreqHome,WindDown,NervousEnergy,OverReact,Relax,Intollerant,Touchy,Agitated,WindDownDASS,NervousEnergyDASS,OverReactDASS,RelaxDASS,IntollerantDASS,TouchyDASS,AgitatedDASS,DassTotal,StressLevel,Sports,SportsLevelFall,SportsWinterLevel,SportsLevelSpring,SportsHoursFall,SportsHoursWinter,SportsHoursSpring,SportsStress,SportsSchoolWork,ArtsBeyond,ArtsConcentration,FallProduction,WinterProduction,SpringMusical,ChamberChorus,FestivalChorus,Orchestra,ChamberOrchestra,JazzBand,WindEnsemble,AcapellaGroups,StudentDirectedScenes,FringeFestival,MusicLessons,ActivityHours,ActivityStress,ArtsPerformanceSchoolWork,ClubParticipation,ClubHours,ClubStress,CompetitiveClubParticipation,CompetitiveClubHours,CompetitiveClubStress,CompetitiveClubSchoolWork,StudentLeaderParticipation,StudentLeaderHours,StudentLeaderStress,FallClasses,WinterClasses,SpringClasses,FallAP,WinterAP,SpringAP,WinterGPA,GradeSatisfaction,ActivityTimeHW,GradedFair ,HWHours,SATCram,SATTutoring,SATStudyGuides,SATPracticeTests,SATNothing,BetterAssignments,ProtectedWeek,PressureGeneral,PressureExpectations,WorryFriends,FamilyComplications,FriendsComplications ,RomanticComplications,AmountSleep,MealsPerDay,DHLunch,DHDinner,NoLunchBlock,NoLunchHomework,NoLunchSports,NoLunchArtscommitment,NoLunchClubMeetings,NoLunchTeachers,NoLunchNA
Male,Junior,Junior,Junior,Domestic,White,No,Boarding,once a month,1 SOMETIMES,0 NEVER,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,0,1,1,1,1,1,6,Normal,Yes,Not Applicable,Varsity,Not Applicable,Not Applicable,12-16 hours,Not Applicable,rarely,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,0,0,0,Under 3.0,Unhappy,1 hour,neutral,Under 2,cram the night before,,,,,indifferent,less stress,no pressure,some pressure,almost never,very easy,very easy,very easy,less then 4 hours,2 meals,No,Yes,No Lunch Block,,,,,,
Male,Sophomore,Sophomore,Sophomore,Domestic,White,Yes,Day,,2 OFTEN,2 OFTEN,2 OFTEN,2 OFTEN,2 OFTEN,2 OFTEN,2 OFTEN,2,2,2,2,2,2,2,14,Severe,Yes,Not Applicable,Varsity,Varsity,Not Applicable,8-12 hours,12-16 hours,often,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Six,Six,Five,0,0,0,3.0-3.3,Neutral,3 hours,neutral,2/4/2013,,,,regular practice tests,nothing,motivated to do better,about the same,some pressure,some pressure,once a week,neutral,neutral,neutral,6 to 8 hours,4 meals,Yes,No,,,,,,,Not Applicable
Female,Senior,Senior,Sophomore,International,Asian,No,Boarding,once a term,2 OFTEN,2 OFTEN,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2,2,1,2,1,1,2,11,Moderate,Yes,Not Applicable,Intramural,Varsity,Not Applicable,4-8 hours,12-16 hours,rarely,sometimes,Yes,,,,,,festival chorus,,,,,,,,,less than 4 hours,rarely,never,Yes,less than 4 hours,none,Yes,less than 4 hours,rarely,never,Yes,less than 4 hours,none,Five,Five,Five,2,2,2,3.7-4.0,Happy,3 hours,fair,4/6/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,more stress,no pressure,some pressure,a few times a week,very easy,very easy,neutral,6 to 8 hours,2 meals,Yes,Yes,,Homework,,,,Meetings with teachers,
Male,Senior,Senior,Freshman,Domestic,Black or African American,Yes,Boarding,once a term,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0,0,0,0,0,0,0,0,Normal,Yes,Not Applicable,Intramural,Varsity,Not Applicable,4-8 hours,8-12 hours,often,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,4,4,3,3.3-3.5,Happy,3 hours,neutral,2/4/2013,,,,,nothing,motivated to do better,more stress,some pressure,some pressure,almost never,very easy,easy,very easy,6 to 8 hours,2 meals,Yes,Yes,,,,,,,Not Applicable
Female,Senior,Senior,Freshman,Domestic,White,Yes,Day,,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,1,2,2,1,1,1,9,Mild,Yes,Not Applicable,Not Applicable,Varsity,less than 4 hours,less than 4 hours,more than 16 hours,rarely,sometimes,Yes,,,,,,,,,,wind ensemble,,,,,less than 4 hours,rarely,sometimes,No,,,No,,,,No,,,Five,Five,Five,2,2,1,3.7-4.0,Neutral,2 hours,neutral,Under 2,,,,,nothing,Sad,much more stress,some pressure,some pressure,once a day,neutral,easy,very easy,6 to 8 hours,2 meals,Yes,Yes,,,Sports,,,,
Female,Sophomore,Sophomore,Freshman,International,Asian,No,Boarding,once a term,0 NEVER,1 SOMETIMES,0 NEVER,3 ALMOST ALWAYS,1 SOMETIMES,0 NEVER,1 SOMETIMES,0,1,0,3,1,0,1,6,Normal,Yes,Not Applicable,Intramural,Varsity,Not Applicable,4-8 hours,more than 16 hours,often,sometimes,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,none,No,,,,Yes,less than 4 hours,none,Six,Six,Five,2,2,2,3.5-3.7,Unhappy,5 hours,neutral,4/6/2013,cram the night before,regular tutoring/class,,,,motivated to do better,about the same,some pressure,some pressure,a few times a week,very easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Junior,Junior,Junior,International,Asian,No,Boarding,once a term,0 NEVER,0 NEVER,0 NEVER,0 NEVER,1 SOMETIMES,1 SOMETIMES,0 NEVER,0,0,0,0,1,1,0,2,Normal,Yes,Not Applicable,Intramural,Intramural,Not Applicable,4-8 hours,4-8 hours,rarely,never,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,No,,,,No,,,Five,Six,Five,3,3,3,3.7-4.0,Neutral,5 hours,neutral,4/6/2013,cram the night before,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,indifferent,more stress,some pressure,some pressure,once a week,neutral,neutral,very easy,4 to 6 hours,2 meals,Yes,Yes,,Homework,,,,Meetings with teachers,
Male,Sophomore,Sophomore,Sophomore,Domestic,White,No,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,1,1,0,0,1,0,1,4,Normal,Yes,Not Applicable,Not Applicable,Not Applicable,4-8 hours,less than 4 hours,4-8 hours,none,never,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,No,,,,No,,,Five,Five,Five,1,2,2,3.7-4.0,Happy,4 hours,fair,2/4/2013,,,,,nothing,indifferent,less stress,some pressure,some pressure,once a week,easy,very easy,difficult,6 to 8 hours,2 meals,Yes,Yes,,Homework,,,,,
Female,Junior,Junior,Sophomore,Domestic,White,Yes,Day,,0 NEVER,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,2 OFTEN,0 NEVER,0,1,1,0,0,2,0,4,Normal,Yes,Not Applicable,Varsity,Varsity,Not Applicable,12-16 hours,12-16 hours,rarely,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,No,,,,Yes,4-8 hours,rarely,Six,Five,Five,1,1,2,3.3-3.5,Happy,5 hours,fair,4/6/2013,,,,,nothing,happy for others,more stress,some pressure,some pressure,once a day,very easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,,Sports,,,,
Male,Junior,Junior,Sophomore,International,Asian,No,Boarding,once a year,1 SOMETIMES,0 NEVER,0 NEVER,0 NEVER,2 OFTEN,0 NEVER,0 NEVER,1,0,0,0,2,0,0,3,Normal,Yes,Not Applicable,Intramural,Intramural,Not Applicable,12-16 hours,4-8 hours,none,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,Yes,less than 4 hours,never,never,No,,,Six,Five,Five,3,2,1,3.5-3.7,Unhappy,3 hours,neutral,2/4/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,indifferent,more stress,some pressure,some pressure,once a week,very easy,very easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Junior,Junior,Freshman,Domestic,Black or African American,Yes,Boarding,once a term,3 ALMOST ALWAYS,0 NEVER,1 SOMETIMES,3 ALMOST ALWAYS,1 SOMETIMES,1 SOMETIMES,2 OFTEN,3,0,1,3,1,1,2,11,Moderate,Yes,Not Applicable,Intramural,Varsity,Not Applicable,4-8 hours,12-16 hours,none,often,Yes,,,,,,,,,,,,,fringe festival,,4-8 hours,never,never,Yes,less than 4 hours,none,Yes,less than 4 hours,rarely,rarely,Yes,Not Applicable,Not Applicable,Five,Five,Five,1,1,1,3.0-3.3,Unhappy,3 hours,neutral,4/6/2013,,regular tutoring/class,,,,motivated to do better,more stress,extreme pressure,some pressure,almost never,very difficult,neutral,difficult,4 to 6 hours,3 meals,Yes,Yes,,,,,Club meetings,,
Male,Sophomore,Sophomore,Freshman,Domestic,Asian,Yes,Boarding,once a term,1 SOMETIMES,2 OFTEN,1 SOMETIMES,3 ALMOST ALWAYS,3 ALMOST ALWAYS,0 NEVER,3 ALMOST ALWAYS,1,2,1,3,3,0,3,13,Severe,Yes,Varsity,Varsity,Junior Varsity,12-16 hours,8-12 hours,more than 16 hours,rarely,always,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,rarely,No,,,,No,,,Six,Five,Five,1,1,1,3.3-3.5,Unhappy,1 hour,unfair,4/6/2013,cram the night before,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,much more stress,extreme pressure,extreme pressure,A few times a day,easy,very easy,very easy,less then 4 hours,1 meal,No,No,,Homework,Sports,,,Meetings with teachers,
Female,Junior,Junior,Freshman,Domestic,White,No,Day,,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,2 OFTEN,3 ALMOST ALWAYS,2 OFTEN,3 ALMOST ALWAYS,2,3,1,2,3,2,3,16,Severe,Yes,Varsity,Junior Varsity,Varsity,8-12 hours,8-12 hours,8-12 hours,often,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Six,Five,0,0,0,3.3-3.5,Happy,4 hours,fair,6 or more,,regular tutoring/class,,,,motivated to do better,about the same,extreme pressure,extreme pressure,a few times a week,easy,easy,neutral,4 to 6 hours,3 meals,Yes,Yes,,Homework,Sports,,,,
Male,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a term,2 OFTEN,3 ALMOST ALWAYS,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,1 SOMETIMES,3 ALMOST ALWAYS,2,3,2,3,1,1,3,15,Severe,Yes,Varsity,Intramural,Varsity,more than 16 hours,4-8 hours,12-16 hours,consistently,often,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,consistently,No,,,,No,,,Five,Five,Six,2,2,2,3.3-3.5,Extremely Unhappy,4 hours,unfair,4/6/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,Sad,more stress,some pressure,extreme pressure,a few times a week,difficult,difficult,neutral,4 to 6 hours,3 meals,No,Yes,No Lunch Block,,,,,,
Male,Junior,Junior,Sophomore,Domestic,White,No,Boarding,once a term,2 OFTEN,1 SOMETIMES,0 NEVER,2 OFTEN,0 NEVER,0 NEVER,1 SOMETIMES,2,1,0,2,0,0,1,6,Normal,Yes,Varsity,Not Applicable,Varsity,12-16 hours,Not Applicable,more than 16 hours,none,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,Yes,4-8 hours,rarely,Five,Five,Six,1,1,0,3.0-3.3,Unhappy,2 hours,unfair,4/6/2013,,regular tutoring/class,,,,Sad,about the same,no pressure,extreme pressure,A few times a day,very easy,very easy,neutral,4 to 6 hours,1 meal,No,No,,Homework,Sports,,Club meetings,Meetings with teachers,
Male,Junior,Junior,Freshman,Domestic,White,No,Boarding,once a month,2 OFTEN,1 SOMETIMES,1 SOMETIMES,2 OFTEN,0 NEVER,2 OFTEN,2 OFTEN,2,1,1,2,0,2,2,10,Moderate,Yes,Varsity,Not Applicable,Varsity,12-16 hours,Not Applicable,12-16 hours,none,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,No,,,,Yes,4-8 hours,none,Six,Six,Six,6,6,6,3.5-3.7,Neutral,6 hours,fair,4/6/2013,,regular tutoring/class,,,,indifferent,more stress,no pressure,extreme pressure,A few times a day,neutral,neutral,very easy,4 to 6 hours,4 meals,Yes,Yes,,,,,,,Not Applicable
Male,Junior,Junior,Freshman,Domestic,White,Yes,Day,,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1,1,1,2,2,1,1,9,Mild,Yes,Varsity,Junior Varsity,Varsity,12-16 hours,12-16 hours,4-8 hours,rarely,often,Yes,,,,,,,,,,,,,,music lessons,4-8 hours,never,never,Yes,more than 16 hours,consistently,No,,,,Yes,less than 4 hours,rarely,Five,Five,Five,5,5,5,Above 4.0,Happy,4 hours,neutral,4/6/2013,cram the night before,,,,,motivated to do better,more stress,some pressure,extreme pressure,once a week,easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,Homework,Sports,,Club meetings,Meetings with teachers,
Female,Senior,Senior,Freshman,International,Other,No,Boarding,once a year,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,1 SOMETIMES,1 SOMETIMES,0,0,1,0,0,1,1,3,Normal,Yes,Varsity,Not Applicable,Varsity,12-16 hours,Not Applicable,12-16 hours,rarely,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Six,Five,5,5,5,3.7-4.0,Neutral,3 hours,fair,2/4/2013,cram the night before,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,much more stress,extreme pressure,extreme pressure,a few times a week,very easy,very easy,difficult,6 to 8 hours,2 meals,Yes,Yes,,,,,,,Not Applicable
Male,Senior,Senior,Freshman,Domestic,White,Yes,Boarding,once a month,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0 NEVER,1 SOMETIMES,1,1,1,1,1,0,1,6,Normal,Yes,Varsity,Intramural,Varsity,12-16 hours,8-12 hours,more than 16 hours,rarely,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,,5,5,5,3.7-4.0,Happy,5 hours,fair,4/6/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,more stress,extreme pressure,extreme pressure,almost never,neutral,easy,very easy,6 to 8 hours,4 meals,No,Yes,No Lunch Block,,,,,,
Female,Junior,Junior,Sophomore,Domestic,Other,Yes,Day,,2 OFTEN,0 NEVER,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0 NEVER,1 SOMETIMES,2,0,1,1,1,0,1,6,Normal,Yes,Varsity,Not Applicable,Junior Varsity,more than 16 hours,4-8 hours,more than 16 hours,rarely,sometimes,Yes,,,,,,,,,,,Acapella groups,,,,less than 4 hours,never,never,Yes,less than 4 hours,none,Yes,less than 4 hours,rarely,rarely,No,,,Five,Six,Five,0,0,0,Under 3.0,Unhappy,3 hours,unfair,6 or more,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,Sad,much more stress,some pressure,extreme pressure,a few times a week,very difficult,neutral,difficult,4 to 6 hours,4 meals,Yes,Yes,,,Sports,,Club meetings,,
Male,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a month,1 SOMETIMES,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,0 NEVER,1,0,0,1,0,0,0,2,Normal,Yes,Varsity,Intramural,Varsity,8-12 hours,Not Applicable,more than 16 hours,rarely,never,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Six,Six,Five,1,1,2,3.0-3.3,Unhappy,4 hours,neutral,Under 2,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,about the same,extreme pressure,extreme pressure,a few times a week,very easy,easy,easy,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Freshman,Freshman,Freshman,Domestic,White,No,Boarding,once a month,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,1,1,0,0,1,0,0,3,Normal,Yes,Varsity,Varsity,Varsity,12-16 hours,12-16 hours,12-16 hours,none,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,3,3,3,3.3-3.5,Happy,3 hours,fair,2/4/2013,,,,,nothing,motivated to do better,about the same,some pressure,extreme pressure,once a week,very easy,very easy,neutral,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,Homework,Sports,,Club meetings,,
Male,Senior,Senior,Freshman,International,Other,Yes,Boarding,once a term,2 OFTEN,1 SOMETIMES,0 NEVER,2 OFTEN,1 SOMETIMES,0 NEVER,2 OFTEN,2,1,0,2,1,0,2,8,Mild,Yes,Varsity,Not Applicable,Junior Varsity,12-16 hours,Not Applicable,8-12 hours,rarely,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,Yes,more than 16 hours,rarely,Five,Six,Five,1,2,2,3.3-3.5,Neutral,5 hours,neutral,2/4/2013,cram the night before,,,,,indifferent,more stress,extreme pressure,extreme pressure,once a week,very easy,very easy,easy,6 to 8 hours,2 meals,Yes,Yes,No Lunch Block,,,,,,
Female,Junior,Junior,Freshman,Domestic,Black or African American,Yes,Boarding,once a month,1 SOMETIMES,0 NEVER,0 NEVER,2 OFTEN,2 OFTEN,2 OFTEN,2 OFTEN,1,0,0,2,2,2,2,9,Mild,Yes,Varsity,Not Applicable,Intramural,8-12 hours,Not Applicable,4-8 hours,rarely,never,Yes,,,,,,,,,,,Acapella groups,,,,less than 4 hours,never,never,Yes,less than 4 hours,none,No,,,,Yes,Not Applicable,rarely,Five,Five,Five,1,5,2,3.7-4.0,Neutral,4 hours,neutral,4/6/2013,,,,,nothing,motivated to do better,less stress,some pressure,extreme pressure,almost never,neutral,easy,neutral,4 to 6 hours,2 meals,Yes,Yes,,Homework,,,,,
Female,Junior,Junior,Freshman,Domestic,White,Yes,Day,,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1 SOMETIMES,0 NEVER,1 SOMETIMES,1,1,1,2,1,0,1,7,Normal,Yes,Varsity,Varsity,Intramural,8-12 hours,8-12 hours,less than 4 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,Yes,less than 4 hours,often,Five,Five,Five,2,2,3,3.5-3.7,Happy,4 hours,extremely fair,4/6/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,happy for others,about the same,no pressure,extreme pressure,once a week,very easy,very easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,Homework,,,,Meetings with teachers,
Female,Senior,Senior,Sophomore,International,Asian,No,Boarding,once a term,3 ALMOST ALWAYS,2 OFTEN,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,0 NEVER,2 OFTEN,3,2,2,3,1,0,2,13,Severe,Yes,Varsity,Intramural,Varsity,12-16 hours,4-8 hours,more than 16 hours,often,always,Yes,,,,,,,,chamber orchestra,,,,,,music lessons,4-8 hours,often,never,No,,,No,,,,No,,,Five,Six,Five,4,4,3,3.5-3.7,Neutral,4 hours,neutral,4/6/2013,cram the night before,regular tutoring/class,,,,indifferent,much more stress,some pressure,extreme pressure,once a day,easy,easy,neutral,4 to 6 hours,2 meals,Yes,Yes,No Lunch Block,,Sports,Arts commitment,,,
Female,Junior,Junior,Freshman,Domestic,White,Yes,Boarding,once a term,1 SOMETIMES,2 OFTEN,1 SOMETIMES,2 OFTEN,2 OFTEN,0 NEVER,2 OFTEN,1,2,1,2,2,0,2,10,Moderate,Yes,Varsity,Varsity,Varsity,8-12 hours,8-12 hours,8-12 hours,rarely,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,Yes,less than 4 hours,rarely,Six,Five,Five,3,3,3,3.5-3.7,Happy,3 hours,fair,4/6/2013,,regular tutoring/class,,regular practice tests,,motivated to do better,about the same,extreme pressure,extreme pressure,a few times a week,neutral,easy,neutral,4 to 6 hours,2 meals,Yes,Yes,,Homework,Sports,,Club meetings,,
Male,Senior,Senior,Junior,Domestic,White,Yes,Boarding,once a term,2 OFTEN,2 OFTEN,2 OFTEN,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2,2,2,2,1,1,1,11,Moderate,Yes,Varsity,Intramural,Varsity,more than 16 hours,8-12 hours,more than 16 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,Yes,8-12 hours,rarely,Five,Five,Five,1,1,0,3.0-3.3,Happy,4 hours,fair,4/6/2013,,regular tutoring/class,,,,motivated to do better,more stress,some pressure,extreme pressure,once a day,very easy,easy,easy,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,,Sports,,,,
Male,Senior,Senior,Sophomore,Domestic,White,No,Day,,1 SOMETIMES,0 NEVER,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,0,1,2,1,1,1,7,Normal,Yes,Varsity,Varsity,Varsity,more than 16 hours,8-12 hours,more than 16 hours,consistently,always,No,,,,,,,,,,,,,,,,,,No,,,Yes,4-8 hours,rarely,consistently,Yes,4-8 hours,rarely,Six,Six,Five,5,5,5,3.3-3.5,Neutral,more than 6 hours,unfair,4/6/2013,cram the night before,,,regular practice tests,,motivated to do better,much more stress,extreme pressure,extreme pressure,a few times a week,neutral,neutral,difficult,less then 4 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Junior,Junior,Sophomore,International,Asian,No,Boarding,once a term,2 OFTEN,2 OFTEN,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2,2,2,1,1,1,2,11,Moderate,Yes,Varsity,Varsity,Intramural,12-16 hours,12-16 hours,less than 4 hours,often,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,1,2,1,3.0-3.3,Unhappy,5 hours,neutral,4/6/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,about the same,extreme pressure,extreme pressure,once a week,neutral,very easy,difficult,4 to 6 hours,3 meals,Yes,Yes,No Lunch Block,Homework,Sports,,,,
Male,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a term,2 OFTEN,3 ALMOST ALWAYS,0 NEVER,2 OFTEN,1 SOMETIMES,2 OFTEN,3 ALMOST ALWAYS,2,3,0,2,1,2,3,13,Severe,Yes,Varsity,Junior Varsity,Varsity,more than 16 hours,12-16 hours,more than 16 hours,consistently,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Six,Five,Five,1,1,1,3.0-3.3,Extremely Unhappy,2 hours,unfair,4/6/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,much more stress,extreme pressure,extreme pressure,a few times a week,easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,Homework,Sports,,,,
Female,Junior,Junior,Freshman,Domestic,White,No,Day,,1 SOMETIMES,0 NEVER,2 OFTEN,2 OFTEN,2 OFTEN,2 OFTEN,2 OFTEN,1,0,2,2,2,2,2,11,Moderate,Yes,Varsity,Junior Varsity,Varsity,12-16 hours,12-16 hours,12-16 hours,often,sometimes,Yes,,,,,,festival chorus,,,,,,,,,4-8 hours,rarely,sometimes,Yes,less than 4 hours,none,No,,,,Yes,less than 4 hours,often,Five,Six,Six,3,4,5,3.3-3.5,Neutral,4 hours,unfair,6 or more,cram the night before,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,Sad,more stress,extreme pressure,extreme pressure,A few times a day,neutral,neutral,difficult,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,Homework,,,,,
Female,Junior,Junior,Freshman,Domestic,White,Yes,Boarding,once a month,0 NEVER,2 OFTEN,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,2 OFTEN,0,2,1,2,1,1,2,9,Mild,Yes,Varsity,Intramural,Varsity,12-16 hours,8-12 hours,more than 16 hours,rarely,sometimes,Yes,,,,,,festival chorus,,,,,,,,,less than 4 hours,rarely,sometimes,No,,,No,,,,Yes,less than 4 hours,rarely,Five,Five,Five,1,1,1,3.3-3.5,Neutral,3 hours,neutral,4/6/2013,cram the night before,,,,,Sad,about the same,some pressure,extreme pressure,a few times a week,very easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,,,,,,
Male,Sophomore,Sophomore,Sophomore,International,Black or African American,Yes,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2 OFTEN,1,1,1,1,1,2,2,9,Mild,Yes,Varsity,Intramural,Varsity,more than 16 hours,4-8 hours,more than 16 hours,often,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,1,1,1,Under 3.0,Extremely Unhappy,4 hours,unfair,4/6/2013,,regular tutoring/class,,,,Sad,more stress,extreme pressure,extreme pressure,almost never,easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,Homework,,,,,
Female,Sophomore,Sophomore,Sophomore,Domestic,White,No,Boarding,once a month,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0 NEVER,1 SOMETIMES,1,2,1,1,1,0,1,7,Normal,Yes,Varsity,Varsity,Varsity,12-16 hours,more than 16 hours,12-16 hours,rarely,always,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,Yes,less than 4 hours,rarely,Five,Five,Five,2,2,2,3.7-4.0,Neutral,6 hours,fair,6 or more,,regular tutoring/class,,,,motivated to do better,more stress,some pressure,extreme pressure,a few times a week,difficult,neutral,neutral,4 to 6 hours,3 meals,Yes,No,,Homework,,,,,
Female,Sophomore,Sophomore,Freshman,Domestic,Asian,Yes,Day,,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0,0,1,0,1,1,1,4,Normal,Yes,Varsity,Not Applicable,Varsity,12-16 hours,4-8 hours,more than 16 hours,rarely,sometimes,Yes,,,,,,,orchestra,,,,,,,,less than 4 hours,never,sometimes,Yes,less than 4 hours,none,No,,,,No,,,Six,Six,Six,5,5,5,3.7-4.0,Happy,1 hour,unfair,6 or more,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,more stress,extreme pressure,extreme pressure,a few times a week,easy,very easy,neutral,4 to 6 hours,3 meals,Yes,Yes,No Lunch Block,Homework,Sports,,,Meetings with teachers,
