"","X","State","Age","Female","RaceWhite","Edu","College4Degree","MaritalStatus","LivingSituation","NumFinDepChildren","FourMoreFinDepChild","Incomecat","Income150K","IncomeApprox","Military","SpouseEmployment","SpouseMilitary","Employment","MostKnowledgeable","KnowledgeableBin","FinSat","RiskTaking","SpendingIncome","NegativeSavingBin","PositiveSavingBin","HandMouth","FinDifficulty","DifficultyBin","EmergencyFund","KidsCollege","FiguredRetirement","DropIncome","ComeUp2K","ComeUp2KBin","BudgetTimePeriod","BudgetBin","CreditRecord","RetirementWorry","LongTermPlan","CheckingAcctBin","SavingAcctBin","CheckingOverdrawBin","UsePrepaidCard","EmployerRetire","OtherRetire","HaveAnyRetire","RetireLoan","RetireHardshipWithdraw","FinInv","LaborIncomeBin","BusinessIncomeBin","OwnHome","HomeDownPmt","RetireContribute","MortgageBin","EquityLoanBin","HomeUnderWater","LateMortgage","NumCreditCards","PaidCreditCardFull","CreditCardCarry","CreditCardMinPmt","CreditCardLatePenalty","CreditCardOverLimit","CreditCardCashAdv","AutoLoanBin","UnpaidMedical","StudentLoans","FederalStudentLoans","PrivateStudentLoans","StudentLoanFigurePmts","CompleteEdu","StudentLoanLate","StudentLoanConcern","StudentLoanDoOver","DebtCollect","TooMuchDebt","TooMuchDebtBin","GoodFinance","GoodFinanceBin","GoodMath","GoodMathBin","FinancialKnow","FinancialKnowBin","FinEdu","ParentFinEdu","AnyFinEdu","QuestionM6","QuestionM6Correct","QuestionM7","QuestionM7Correct","QuestionM8","QuestionM8Correct","QuestionM9","QuestionM9Correct","QuestionM10","QuestionM10Correct","QuestionM31","QuestionM31Correct","QuizScore"
"9159",7656,"CA","Age 25-34",1,0,"Baccalaureate degree",1,"Married","With Parnter/Spouse",1,0,"$150,000 or more",1,150000,0,"Full-time",0,"Full-time","Self and more",1,6,6,"Spending equal to income",0,0,1,"Not at all difficult",0,1,0,1,0,"Confidence yes",1,"Next 10+ years",1,"Very good",5,5,1,1,0,"Never",1,0,1,0,0,1,1,0,0,NA,1,NA,NA,NA,NA,"4-8",1,0,0,0,0,0,0,0,1,1,1,1,1,"Never",1,NA,0,6,1,7,1,7,1,5,1,0,0,0,"*More*",1,"Same",0,"Stay same",0,"False",0,"*False*",1,"Don't know",0,2
"8818",16549,"OK","Age 55-64",0,1,"Some college with no degree",0,"Divorced","Alone",0,0,"Less than $15,000",0,7500,0,NA,NA,"Not in Labor Force",NA,NA,4,2,"Spending more than income",1,0,0,"Somewhat difficult",1,0,NA,1,0,"Confident no",0,"Next few months",0,"Very bad",7,4,1,0,1,"Never",0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,7,1,6,1,6,1,6,1,1,0,1,"*More*",1,"*Less*",1,"Rise",0,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,4
"1114",4029,"CA","Age 18-25",1,0,"High school graduate or equivalent",0,"Single","With Roommates",1,0,"At least $25,000 but less than $35,000",0,30000,0,NA,NA,"Not in Labor Force",NA,NA,8,8,"Spending equal to income",0,0,1,"Somewhat difficult",1,NA,1,1,0,"Probably no",0,"Next few years",1,"About Average",4,6,0,1,NA,"Sometimes",0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"2-3",1,1,1,0,0,0,0,0,1,NA,NA,1,NA,"Never",0,"Same actions",0,1,0,6,1,6,1,6,1,0,1,1,"Don't know",0,"Don't know",0,"Don't know",0,"Don't know",0,"Don't Know",0,"Don't know",0,0
"6358",21928,"MS","Age 45-54",0,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",2,0,"At least $75,000 but less than $100,000",0,87500,1,"Full-time",0,"Full-time","Self and more",1,7,8,"Spending less than income",0,1,0,"Somewhat difficult",1,0,1,1,0,"Probably yes",1,"Next few years",1,"About Average",6,6,1,1,0,"Sometimes",1,0,1,0,0,0,1,0,1,0,1,0,0,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,1,6,1,6,1,0,0,0,"Don't know",0,"Don't know",0,"*Fall*",1,"*True*",1,"*False*",1,"Don't know",0,3
"6824",9864,"MA","Age 55-64",1,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",0,0,"At least $75,000 but less than $100,000",0,87500,0,"Full-time",0,"Not in Labor Force","Someone else",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Never",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,1,7,1,NA,NA,0,0,0,"Don't know",0,"Don't know",0,"Don't know",0,"*True*",1,"Don't Know",0,"Don't know",0,1
"5768",14091,"DC","Age 55-64",0,1,"Baccalaureate degree",1,"Single","Alone",0,0,"At least $50,000 but less than $75,000",0,62500,0,NA,NA,"Full-time",NA,NA,6,7,"Spending less than income",0,1,0,"Somewhat difficult",1,1,NA,1,0,"Confidence yes",1,"Next 5-10 years",1,"Very good",7,7,1,1,0,"Never",1,1,1,0,0,1,1,1,0,NA,1,NA,NA,NA,NA,"2-3",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,6,1,1,1,1,"*More*",1,"*Less*",1,"Rise",0,"*True*",1,"*False*",1,"At least 10 yrs",0,4
"4252",11826,"OR","Age 65+",1,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",0,0,"At least $15,000 but less than $25,000",0,20000,0,NA,1,NA,"Self and more",1,1,1,"Spending equal to income",0,0,1,"Not at all difficult",0,0,NA,NA,0,"Probably no",0,"Next few years",0,"Very good",7,4,1,0,0,"Never",1,0,1,NA,NA,0,0,0,1,NA,NA,1,0,0,"Never","1",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,6,1,0,1,1,"Same",0,"*Less*",1,"Rise",0,"*True*",1,"Don't Know",0,"*At least 2 yrs and less than 5 yrs*",1,3
"2819",23727,"WV","Age 25-34",0,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",0,0,"Less than $15,000",0,7500,0,"Full-time",0,"Not in Labor Force",NA,NA,9,3,"Spending equal to income",0,0,1,"Not at all difficult",0,0,NA,NA,0,"Confident no",0,"Next few months",1,"About Average",1,1,1,1,NA,"Sometimes",1,NA,1,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,"4-8",0,0,1,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,7,1,1,0,4,0,0,1,1,"Less",0,"Don't know",0,"Don't know",0,"*True*",1,"Don't Know",0,"*At least 2 yrs and less than 5 yrs*",1,2
"3027",2757,"OH","Age 25-34",1,1,"Baccalaureate degree",1,"Married","With Parnter/Spouse",2,0,"At least $75,000 but less than $100,000",0,87500,0,"Part-time",0,"Part-time","Self",1,5,7,"Spending more than income",1,0,0,"Very difficult",1,0,0,0,1,"Probably no",0,"Next few months",0,"Bad",7,7,1,1,0,"Sometimes",0,0,0,NA,NA,0,1,0,1,NA,NA,0,0,NA,NA,"1",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,7,1,7,1,6,1,0,1,1,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,5
"2922",3194,"NC","Age 18-25",1,1,"Associate's or other two year degree",0,"Single","With Roommates",0,0,"At least $25,000 but less than $35,000",0,30000,0,NA,NA,"Not in Labor Force",NA,NA,6,8,"Spending more than income",1,0,0,"Not at all difficult",0,0,NA,1,1,"Probably no",0,"Next 5-10 years",1,"Good",6,6,1,0,0,"Frequently",0,1,1,NA,0,1,0,1,0,NA,1,NA,NA,NA,NA,"13-20",0,0,0,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,4,0,5,1,4,0,5,1,1,1,1,"Same",0,"More",0,"Stay same",0,"*True*",1,"True",0,"Less than 2 yrs",0,1
"3702",15237,"WA","Age 55-64",1,1,"Some college with no degree",0,"Married","With Parnter/Spouse",0,0,"At least $100,000 but less than $150,000",0,125000,0,"Full-time",0,"Self employed","Self and more",1,4,5,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,0,0,"Confidence yes",1,"Next 5-10 years",0,"Very good",6,6,1,1,0,"Never",1,1,1,0,0,0,1,1,1,NA,0,1,0,0,"Never","2-3",1,0,0,0,0,0,0,0,1,1,0,0,NA,"Never",0,"Different actions",0,1,0,7,1,5,1,5,1,0,0,0,"*More*",1,"Same",0,"Don't know",0,"Don't know",0,"Don't Know",0,"*At least 2 yrs and less than 5 yrs*",1,2
"4912",1920,"AL","Age 45-54",1,1,"Graduate degree",1,"Single","With Parnter/Spouse",0,0,"At least $100,000 but less than $150,000",0,125000,0,"Full-time",NA,"Full-time","Self",1,4,6,"Spending more than income",1,0,0,"Somewhat difficult",1,0,NA,1,0,"Probably yes",1,"Next 10+ years",1,"About Average",3,6,1,1,0,"Never",1,0,1,NA,NA,0,1,0,1,20,NA,1,0,0,"Never","4-8",0,1,1,0,0,1,0,0,1,1,0,0,1,"Never",0,"Same actions",1,7,1,7,1,7,1,5,1,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"At least 10 yrs",0,4
"1732",15980,"MN","Age 18-25",0,0,"Some college with no degree",0,"Single","With Parents",0,0,"Less than $15,000",0,7500,0,NA,NA,"Not in Labor Force",NA,NA,4,4,"Spending less than income",0,1,0,"Not at all difficult",0,0,NA,0,0,"Confidence yes",1,"Next few months",0,NA,3,3,1,1,0,"Never",0,0,0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,6,1,7,1,5,1,0,1,1,"*More*",1,"More",0,"Don't know",0,"*True*",1,"Don't Know",0,"*At least 2 yrs and less than 5 yrs*",1,3
"8361",26620,"MS","Age 25-34",1,1,"Graduate degree",1,"Married","With Parnter/Spouse",2,0,"At least $75,000 but less than $100,000",0,87500,0,"Full-time",1,"Full-time","Self",1,1,1,"Spending less than income",0,1,0,"Not at all difficult",0,0,1,0,NA,"Probably yes",1,"Next year",0,"Very good",7,6,1,1,0,"Never",1,1,1,0,0,0,1,0,1,20,0,1,0,0,"Never","4-8",1,1,0,0,0,0,1,0,1,1,0,0,1,"Never",0,"Different actions",0,7,1,7,1,6,1,5,1,0,1,1,"*More*",1,"Don't know",0,"Rise",0,"*True*",1,"Don't Know",0,"*At least 2 yrs and less than 5 yrs*",1,3
"6360",27406,"WY","Age 25-34",0,1,"Associate's or other two year degree",0,"Married","With Parnter/Spouse",2,0,"At least $50,000 but less than $75,000",0,62500,0,"Not in Labor Force",0,"Full-time","Self and more",1,NA,NA,"Spending equal to income",0,0,1,"Not at all difficult",0,0,1,0,0,"Probably no",0,"Next year",1,"Very good",4,6,1,1,0,"Never",0,0,0,NA,NA,1,1,0,1,0,NA,1,0,0,"Never","4-8",0,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,7,1,6,1,7,1,6,1,0,1,1,"*More*",1,"*Less*",1,NA,NA,"*True*",1,"Don't Know",0,NA,NA,NA
"3858",6914,"FL","Age 55-64",1,0,"Some college with no degree",0,"Single","Alone",0,0,"Less than $15,000",0,7500,0,NA,NA,"Unemployed",NA,NA,1,1,"Spending more than income",1,0,0,"Very difficult",1,0,NA,1,1,"Confident no",0,"Next few months",0,"About Average",4,4,1,1,1,"Never",0,0,0,NA,NA,0,1,0,1,NA,NA,0,0,NA,NA,"2-3",0,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,7,1,6,1,5,1,6,1,0,1,1,"Don't know",0,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,2
"3539",5979,"NJ","Age 25-34",1,0,"Some college with no degree",0,"Single","With Parnter/Spouse",1,0,"At least $35,000 but less than $50,000",0,42500,0,"Not in Labor Force",NA,"Not in Labor Force","Self",1,10,10,"Spending equal to income",0,0,1,"Somewhat difficult",1,NA,0,0,0,"Confident no",0,"Next few years",1,"Bad",7,7,1,1,1,"Sometimes",NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,"2-3",0,NA,1,NA,NA,NA,1,1,1,1,0,NA,1,NA,NA,"Different actions",1,6,1,7,1,3,0,7,1,0,0,0,"Don't know",0,"Don't know",0,"Stay same",0,"Don't know",0,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,0
"8757",14163,"IL","Age 55-64",1,1,"Some college with no degree",0,"Widowed","Alone",0,0,"At least $35,000 but less than $50,000",0,42500,0,NA,NA,"Unemployed",NA,NA,10,3,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,1,1,"Confidence yes",1,"Next few years",0,"Very good",5,7,1,1,0,"Never",1,1,1,0,0,0,1,0,1,NA,0,1,0,0,"Never","4-8",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,5,1,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"Don't know",0,4
"20",10891,"MA","Age 55-64",1,0,"Some college with no degree",0,"Single","With Roommates",1,0,"Less than $15,000",0,7500,1,NA,NA,"Not in Labor Force",NA,NA,1,1,"Spending less than income",0,1,0,"Somewhat difficult",1,0,0,0,1,"Confident no",0,NA,NA,"Bad",7,2,1,0,1,"Frequently",0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,NA,1,"Different actions",1,7,1,4,0,4,0,4,0,0,0,0,"Same",0,"Don't know",0,"No relationship",0,"Don't know",0,"True",0,"*At least 2 yrs and less than 5 yrs*",1,1
"4264",15367,"GA","Age 65+",1,1,"Some college with no degree",0,"Widowed","Alone",0,0,"At least $50,000 but less than $75,000",0,62500,0,NA,NA,NA,NA,NA,10,6,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,NA,0,"Confidence yes",1,"Next 5-10 years",0,"Very good",2,7,1,1,0,"Never",1,1,1,0,0,0,0,0,1,NA,0,0,0,NA,NA,"4-8",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,7,1,1,1,1,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"*At least 2 yrs and less than 5 yrs*",1,4
"41",26985,"HI","Age 45-54",1,0,"High school graduate or equivalent",0,"Married","With Roommates",1,0,"Less than $15,000",0,7500,0,"Full-time",0,"Not in Labor Force","Someone else",0,5,1,"Spending equal to income",0,0,1,"Not at all difficult",0,0,0,0,0,"Confident no",0,"Next few months",1,"Bad",6,1,0,0,NA,"Frequently",NA,0,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,5,1,4,0,3,0,4,0,NA,1,1,"Less",0,"Don't know",0,"Don't know",0,"*True*",1,"Don't Know",0,"Less than 2 yrs",0,1
"82",19404,"OK","Age 25-34",0,1,"Associate's or other two year degree",0,"Single","With Parents",0,0,"At least $50,000 but less than $75,000",0,62500,0,NA,NA,"Unemployed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,4,0,4,0,NA,NA,NA,NA,NA,"Don't know",0,"Don't know",0,"Don't know",0,"Don't know",0,"Don't Know",0,"Don't know",0,0
"1301",22607,"AK","Age 65+",0,1,"Some college with no degree",0,"Married","With Parnter/Spouse",0,0,"At least $75,000 but less than $100,000",0,87500,1,NA,0,NA,"Self",1,7,5,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,NA,0,"Confidence yes",1,"Next few years",0,"Very good",2,4,1,1,0,"Never",1,0,1,1,0,1,1,0,1,NA,0,1,0,0,"Never","2-3",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,5,1,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"At least 10 yrs",0,4
"4553",15040,"MI","Age 55-64",0,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",0,0,"At least $35,000 but less than $50,000",0,42500,0,"Not in Labor Force",0,NA,"Someone else",0,1,6,"Spending equal to income",0,0,1,"Not at all difficult",0,0,NA,NA,0,"Confidence yes",1,"Next 5-10 years",1,"Very good",3,1,1,1,0,"Never",1,0,1,0,0,0,0,0,1,NA,0,0,0,NA,NA,"4-8",0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,0,7,1,4,0,0,0,0,"*More*",1,"Don't know",0,"Don't know",0,"*True*",1,"Don't Know",0,"*At least 2 yrs and less than 5 yrs*",1,3
"4861",4102,"SD","Age 55-64",1,1,"Some college with no degree",0,"Separated","With Parnter/Spouse",0,0,"At least $35,000 but less than $50,000",0,42500,0,"Full-time",NA,"Part-time","Self",1,7,5,"Spending less than income",0,1,0,"Not at all difficult",0,0,NA,1,0,"Probably no",0,"Next few years",1,"Good",7,5,1,1,0,"Sometimes",1,1,1,1,1,0,1,0,0,NA,1,NA,NA,NA,NA,"2-3",0,1,0,0,0,0,0,1,1,1,0,1,NA,"More than once",1,"Different actions",1,6,1,7,1,7,1,6,1,1,0,1,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,4
"5891",20274,"AL","Age 45-54",0,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",0,0,"At least $75,000 but less than $100,000",0,87500,0,"Full-time",0,"Full-time","Self",1,8,7,"Spending less than income",0,1,0,"Somewhat difficult",1,0,NA,1,1,"Probably yes",1,"Next few months",0,"About Average",4,5,1,1,1,"Never",1,0,1,0,0,1,1,0,1,3,1,1,0,0,NA,"1",0,1,1,0,0,0,1,1,1,1,0,1,NA,NA,0,NA,NA,6,1,6,1,6,1,6,1,NA,1,1,"Don't know",0,"*Less*",1,"No relationship",0,"*True*",1,"Don't Know",0,"Don't know",0,2
"2090",24173,"TX","Age 35-44",0,0,"Associate's or other two year degree",0,"Single","Alone",0,0,"At least $75,000 but less than $100,000",0,87500,0,NA,NA,"Full-time",NA,NA,7,9,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,1,0,"Confidence yes",1,"Next 10+ years",0,"Very good",3,7,1,1,0,"Never",1,1,1,0,0,1,1,0,1,10,1,1,0,0,"Never","4-8",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,3,0,7,1,7,1,6,1,0,0,0,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,6
"6831",10045,"LA","Age 55-64",1,0,"Some college with no degree",0,"Single","Alone",0,0,"At least $25,000 but less than $35,000",0,30000,0,NA,NA,"Full-time",NA,NA,3,2,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,NA,0,0,"Confident no",0,"Next year",1,"Bad",4,4,0,0,NA,"Never",0,0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,"1",0,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,1,5,1,5,1,0,0,0,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,5
"5077",4354,"KY","Age 35-44",1,1,"Associate's or other two year degree",0,"Married","With Parnter/Spouse",2,0,"At least $50,000 but less than $75,000",0,62500,0,"Not in Labor Force",0,"Not in Labor Force","Self and more",1,5,4,"Spending less than income",0,1,0,"Not at all difficult",0,1,0,0,0,"Probably yes",1,"Next few years",1,"About Average",7,5,1,0,0,"Never",0,0,0,NA,NA,0,0,0,1,NA,NA,0,0,NA,NA,"1",1,1,0,0,0,0,0,0,1,NA,NA,1,1,"Never",0,NA,0,5,1,6,1,4,0,5,1,0,0,0,"Don't know",0,"Don't know",0,"Don't know",0,"*True*",1,"*False*",1,"Don't know",0,2
"1960",3677,"PA","Age 25-34",0,1,"Graduate degree",1,"Married","With Parnter/Spouse",2,0,"$150,000 or more",1,150000,0,"Full-time",0,"Full-time","Self and more",1,6,2,"Spending less than income",0,1,0,"Somewhat difficult",1,0,1,1,1,"Probably yes",1,"Next year",1,"Very good",3,5,1,1,0,"Never",1,0,1,0,0,0,1,0,1,5,1,1,0,0,"Never","2-3",0,1,0,0,0,0,0,0,1,1,1,0,1,"Never",1,"Different actions",0,6,1,3,0,7,1,3,0,0,0,0,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,6
"6983",12460,"GA","Age 35-44",1,0,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",1,0,"At least $35,000 but less than $50,000",0,42500,0,"Not in Labor Force",0,"Not in Labor Force","Self",1,6,7,"Spending more than income",1,0,0,"Somewhat difficult",1,0,0,0,0,"Probably yes",1,"Next few months",0,"Good",7,6,1,1,0,"Frequently",0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"1",0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,3,0,5,1,4,0,5,1,0,1,1,"Less",0,"*Less*",1,"Stay same",0,"Don't know",0,"Don't Know",0,"Don't know",0,1
"8026",27253,"DE","Age 45-54",1,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",4,1,"At least $50,000 but less than $75,000",0,62500,0,"Full-time",0,"Not in Labor Force","Someone else",0,6,6,"Spending equal to income",0,0,1,"Not at all difficult",0,1,0,0,1,"Probably yes",1,"Next 5-10 years",0,"About Average",2,3,1,0,0,"Never",1,0,1,0,0,1,0,0,1,NA,1,0,0,NA,NA,"1",0,1,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,3,0,1,0,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"False",0,"*False*",1,"Don't know",0,3
"6514",18421,"UT","Age 65+",1,1,"Some college with no degree",0,"Married","With Parnter/Spouse",1,0,"At least $50,000 but less than $75,000",0,62500,0,"Full-time",0,"Unemployed","Self and more",1,1,1,"Spending less than income",0,1,0,"Not at all difficult",0,0,0,0,0,"Confident no",0,NA,1,"Very good",4,1,1,1,0,"Never",0,0,0,NA,NA,0,1,0,1,NA,NA,0,0,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,1,7,1,6,1,4,0,NA,0,NA,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"At least 10 yrs",0,4
"8716",7119,"LA","Age 45-54",0,0,"Some college with no degree",0,"Single","With Roommates",0,0,"At least $15,000 but less than $25,000",0,20000,0,NA,NA,"Self employed",NA,NA,1,1,"Spending less than income",0,1,0,"Somewhat difficult",1,1,NA,0,0,"Confident no",0,"Next 10+ years",1,NA,7,7,1,0,0,"Never",0,0,0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,5,1,7,1,5,1,0,1,1,"Don't know",0,"Don't know",0,"Don't know",0,"Don't know",0,"Don't Know",0,"Don't know",0,0
"6750",7578,"IL","Age 35-44",1,0,"Associate's or other two year degree",0,"Single","Alone",0,0,"At least $35,000 but less than $50,000",0,42500,0,NA,NA,"Full-time",NA,NA,2,4,"Spending more than income",1,0,0,"Somewhat difficult",1,0,NA,0,0,"Confident no",0,"Next few months",0,"About Average",NA,5,0,0,NA,"Never",NA,0,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,7,1,1,0,4,0,4,0,0,0,0,"Less",0,"Don't know",0,"Don't know",0,"*True*",1,"Don't Know",0,"Less than 2 yrs",0,1
"9664",21764,"SC","Age 65+",0,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",0,0,"At least $75,000 but less than $100,000",0,87500,1,NA,0,NA,"Self and more",1,10,10,"Spending equal to income",0,0,1,"Not at all difficult",0,0,NA,NA,0,"Confidence yes",1,"Next 10+ years",0,"Very good",5,7,1,1,0,"Never",0,1,1,1,0,1,0,0,1,100,0,0,1,0,NA,"2-3",1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,6,1,6,1,0,0,0,"Same",0,"*Less*",1,"Rise",0,"False",0,"*False*",1,"At least 5 yrs and less than 10 yrs",0,2
"894",19815,"CT","Age 35-44",0,0,"Associate's or other two year degree",0,"Married","With Parnter/Spouse",4,1,"At least $75,000 but less than $100,000",0,87500,0,"Not in Labor Force",1,"Full-time","Self",1,10,7,"Spending less than income",0,1,0,"Not at all difficult",0,1,1,1,0,"Confidence yes",1,"Next 5-10 years",1,"Very good",3,7,1,1,0,"Never",1,0,1,0,0,1,1,0,1,NA,1,0,0,NA,NA,"1",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,7,1,0,1,1,"*More*",1,"Same",0,"Rise",0,"False",0,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,3
"9702",2820,"PA","Age 65+",1,1,"Some college with no degree",0,"Separated","Alone",0,0,"Less than $15,000",0,7500,0,NA,NA,NA,NA,NA,3,1,"Spending more than income",1,0,0,"Somewhat difficult",1,1,NA,NA,0,"Probably no",0,"Next few months",0,"Good",6,4,1,1,0,"Sometimes",0,0,0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"2-3",0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,5,1,6,1,6,1,4,0,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"Don't know",0,3
"9086",16627,"VA","Age 65+",1,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",0,0,"At least $75,000 but less than $100,000",0,87500,0,NA,0,NA,"Self and more",1,10,1,"Spending equal to income",0,0,1,"Not at all difficult",0,1,NA,NA,0,"Confidence yes",1,NA,0,"Very good",1,7,1,1,0,"Never",1,0,1,NA,NA,0,0,0,1,NA,NA,0,0,NA,NA,"1",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,6,1,4,0,0,1,1,"Don't know",0,"Don't know",0,"No relationship",0,"Don't know",0,"*False*",1,"Don't know",0,1
"1186",21037,"WI","Age 18-25",0,1,"Some college with no degree",0,"Single","With Roommates",0,0,"Less than $15,000",0,7500,0,NA,NA,"Full-time",NA,NA,7,4,"Spending less than income",0,1,0,"Somewhat difficult",1,1,NA,0,0,"Confidence yes",1,"Next 5-10 years",0,"Very bad",5,7,1,1,0,"Frequently",0,0,0,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,5,1,1,1,1,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,5
